date,time,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구
8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0
8,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
8,7,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,3,0,0,0,0,0
8,8,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,2,0,0,0,0
8,9,0,0,0,0,2,2,0,0,0,0,3,0,0,0,4,0,0,6,2,0,0,0,0,1,0
8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8,11,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,8
8,12,0,0,0,0,0,0,0,0,0,2,0,0,2,0,8,0,6,0,0,0,4,0,0,4,0
8,13,8,0,0,2,0,0,6,0,0,0,0,0,0,3,10,0,0,3,0,2,0,0,0,2,0
8,14,2,0,0,0,2,0,4,0,0,2,2,4,0,2,0,0,0,2,0,2,0,0,0,2,0
8,15,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,7,0,0,0,0,0,0,0
8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,6,1,2
8,17,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
8,18,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0
8,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0
8,20,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0
8,21,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0
8,22,2,0,0,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,23,2,0,0,3,0,0,0,0,3,0,3,0,4,0,0,0,0,2,0,2,0,0,0,0,0
9,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0
9,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,2,4,0,0,0
9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
9,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
9,7,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,0,0,3,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,3,0,2,2,5,0
9,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
9,12,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0
9,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2
9,14,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
9,15,0,0,0,0,0,0,0,0,3,0,4,2,0,0,0,0,3,0,0,0,0,0,6,0,0
9,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,2,0,6,6,0,0
9,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
9,19,0,0,0,0,4,0,2,0,0,0,2,0,6,2,0,2,0,0,0,2,0,0,0,0,0
9,20,4,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
9,21,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5,0,0
9,22,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
9,23,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,2,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,2,0,0,2,1,4,0
10,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,2,0,0,0,0
10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
10,7,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,4,0,0,0,0,0,0,0,2,2
10,8,0,0,0,0,0,0,2,0,2,2,0,5,0,1,4,2,1,2,2,3,0,0,2,0,0
10,9,0,2,2,0,0,0,5,0,0,3,0,0,0,0,4,2,0,3,0,2,0,0,0,2,0
10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0
10,11,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10,12,0,0,0,2,2,0,0,0,8,0,2,2,0,0,0,4,0,0,0,0,0,4,0,0,0
10,13,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,3
10,14,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,2,0,0,2,0,0,0
10,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,2,2,0,3,1,0,0
10,16,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,6,0,0,0,0,0
10,17,0,0,0,5,0,0,2,0,2,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0
10,18,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,3,0
10,19,0,0,0,3,3,2,0,0,0,0,8,0,0,0,0,0,0,2,0,2,0,0,2,0,0
10,20,2,0,0,3,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,2,0
10,21,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,1
10,22,0,0,11,0,8,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0
