,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
종로구,0.1111111111111111,0.14907119849998596,0.06804138174397717,0.0,0.0,0.06950480468569159,0.07273929674533079,0.07453559924999298,0.0,0.0,0.0,0.0,0.07273929674533079,0.0,0.0,0.0,0.0,0.0890870806374748,0.0,0.0,0.07856742013183862,0.0,0.0,0.0,0.0
중구,0.14907119849998596,0.19999999999999998,0.0,0.0,0.0,0.09325048082403138,0.09759000729485331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11952286093343936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
용산구,0.06804138174397717,0.0,0.04166666666666668,0.042562826537937436,0.044543540318737404,0.042562826537937436,0.044543540318737404,0.045643546458763846,0.045643546458763846,0.04950737714883372,0.0468292905790847,0.044543540318737404,0.044543540318737404,0.045643546458763846,0.05270462766947299,0.04351941398892446,0.04351941398892446,0.054554472558998104,0.051031036307982884,0.042562826537937436,0.04811252243246882,0.051031036307982884,0.051031036307982884,0.04351941398892446,0.042562826537937436
성동구,0.0,0.0,0.042562826537937436,0.04347826086956522,0.04550157551932901,0.04347826086956522,0.04550157551932901,0.04662524041201569,0.04662524041201569,0.05057217374241736,0.047836487323493986,0.04550157551932901,0.04550157551932901,0.04662524041201569,0.053838190205816545,0.044455422447438706,0.044455422447438706,0.05572782125753529,0.05212860351426869,0.04347826086956522,0.049147318718299055,0.05212860351426869,0.05212860351426869,0.044455422447438706,0.04347826086956522
광진구,0.0,0.0,0.044543540318737404,0.04550157551932901,0.04761904761904762,0.04550157551932901,0.04761904761904762,0.04879500364742666,0.04879500364742666,0.0,0.05006261743217588,0.04761904761904762,0.04761904761904762,0.04879500364742666,0.0,0.04652421051992354,0.04652421051992354,0.058321184351980436,0.0545544725589981,0.04550157551932901,0.051434449987363975,0.0545544725589981,0.0545544725589981,0.04652421051992354,0.04550157551932901
동대문구,0.06950480468569159,0.09325048082403138,0.042562826537937436,0.04347826086956522,0.04550157551932901,0.04347826086956522,0.04550157551932901,0.04662524041201569,0.04662524041201569,0.05057217374241736,0.047836487323493986,0.04550157551932901,0.04550157551932901,0.04662524041201569,0.053838190205816545,0.044455422447438706,0.044455422447438706,0.05572782125753529,0.05212860351426869,0.04347826086956522,0.049147318718299055,0.0,0.0,0.044455422447438706,0.04347826086956522
중랑구,0.07273929674533079,0.09759000729485331,0.044543540318737404,0.04550157551932901,0.04761904761904762,0.04550157551932901,0.04761904761904762,0.04879500364742666,0.04879500364742666,0.05292561240249632,0.0,0.04761904761904762,0.04761904761904762,0.04879500364742666,0.0,0.04652421051992354,0.04652421051992354,0.058321184351980436,0.0545544725589981,0.04550157551932901,0.051434449987363975,0.0,0.0,0.04652421051992354,0.04550157551932901
성북구,0.07453559924999298,0.0,0.045643546458763846,0.04662524041201569,0.04879500364742666,0.04662524041201569,0.04879500364742666,0.049999999999999996,0.049999999999999996,0.0,0.0512989176042577,0.04879500364742666,0.04879500364742666,0.049999999999999996,0.0,0.04767312946227961,0.04767312946227961,0.05976143046671968,0.05590169943749474,0.04662524041201569,0.052704627669472995,0.0,0.0,0.04767312946227961,0.04662524041201569
강북구,0.0,0.0,0.045643546458763846,0.04662524041201569,0.04879500364742666,0.04662524041201569,0.04879500364742666,0.049999999999999996,0.049999999999999996,0.05423261445466404,0.0512989176042577,0.04879500364742666,0.04879500364742666,0.049999999999999996,0.05773502691896257,0.04767312946227961,0.04767312946227961,0.0,0.0,0.04662524041201569,0.0,0.05590169943749474,0.05590169943749474,0.04767312946227961,0.04662524041201569
도봉구,0.0,0.0,0.04950737714883372,0.05057217374241736,0.0,0.05057217374241736,0.05292561240249632,0.0,0.05423261445466404,0.058823529411764705,0.05564148840746572,0.05292561240249632,0.05292561240249632,0.0,0.06262242910851494,0.05170876899950191,0.05170876899950191,0.0,0.0,0.05057217374241736,0.0,0.06063390625908324,0.06063390625908324,0.05170876899950191,0.05057217374241736
노원구,0.0,0.0,0.0468292905790847,0.047836487323493986,0.05006261743217588,0.047836487323493986,0.0,0.0512989176042577,0.0512989176042577,0.05564148840746572,0.05263157894736841,0.05006261743217588,0.05006261743217588,0.0512989176042577,0.059234887775909226,0.04891159880445184,0.04891159880445184,0.0,0.0,0.047836487323493986,0.0,0.057353933467640436,0.057353933467640436,0.04891159880445184,0.047836487323493986
은평구,0.0,0.0,0.044543540318737404,0.04550157551932901,0.04761904761904762,0.04550157551932901,0.04761904761904762,0.04879500364742666,0.04879500364742666,0.05292561240249632,0.05006261743217588,0.04761904761904762,0.04761904761904762,0.04879500364742666,0.0563436169819011,0.04652421051992354,0.04652421051992354,0.0,0.0,0.04550157551932901,0.051434449987363975,0.0545544725589981,0.0545544725589981,0.04652421051992354,0.04550157551932901
서대문구,0.07273929674533079,0.0,0.044543540318737404,0.04550157551932901,0.04761904761904762,0.04550157551932901,0.04761904761904762,0.04879500364742666,0.04879500364742666,0.05292561240249632,0.05006261743217588,0.04761904761904762,0.04761904761904762,0.04879500364742666,0.0,0.04652421051992354,0.04652421051992354,0.058321184351980436,0.0545544725589981,0.04550157551932901,0.051434449987363975,0.0,0.0,0.04652421051992354,0.04550157551932901
마포구,0.0,0.0,0.045643546458763846,0.04662524041201569,0.04879500364742666,0.04662524041201569,0.04879500364742666,0.049999999999999996,0.049999999999999996,0.0,0.0512989176042577,0.04879500364742666,0.04879500364742666,0.049999999999999996,0.0,0.04767312946227961,0.04767312946227961,0.0,0.05590169943749474,0.04662524041201569,0.052704627669472995,0.05590169943749474,0.05590169943749474,0.04767312946227961,0.04662524041201569
양천구,0.0,0.0,0.05270462766947299,0.053838190205816545,0.0,0.053838190205816545,0.0,0.0,0.05773502691896257,0.06262242910851494,0.059234887775909226,0.0563436169819011,0.0,0.0,0.06666666666666665,0.05504818825631802,0.05504818825631802,0.0,0.0,0.053838190205816545,0.0,0.06454972243679027,0.06454972243679027,0.05504818825631802,0.053838190205816545
강서구,0.0,0.0,0.04351941398892446,0.044455422447438706,0.04652421051992354,0.044455422447438706,0.04652421051992354,0.04767312946227961,0.04767312946227961,0.05170876899950191,0.04891159880445184,0.04652421051992354,0.04652421051992354,0.04767312946227961,0.05504818825631802,0.04545454545454545,0.04545454545454545,0.0,0.053300179088902604,0.044455422447438706,0.050251890762960605,0.053300179088902604,0.053300179088902604,0.04545454545454545,0.044455422447438706
구로구,0.0,0.0,0.04351941398892446,0.044455422447438706,0.04652421051992354,0.044455422447438706,0.04652421051992354,0.04767312946227961,0.04767312946227961,0.05170876899950191,0.04891159880445184,0.04652421051992354,0.04652421051992354,0.04767312946227961,0.05504818825631802,0.04545454545454545,0.04545454545454545,0.0,0.053300179088902604,0.044455422447438706,0.050251890762960605,0.053300179088902604,0.053300179088902604,0.04545454545454545,0.044455422447438706
금천구,0.0890870806374748,0.11952286093343936,0.054554472558998104,0.05572782125753529,0.058321184351980436,0.05572782125753529,0.058321184351980436,0.05976143046671968,0.0,0.0,0.0,0.0,0.058321184351980436,0.0,0.0,0.0,0.0,0.07142857142857144,0.0668153104781061,0.05572782125753529,0.06299407883487121,0.0,0.0,0.0,0.05572782125753529
영등포구,0.0,0.0,0.051031036307982884,0.05212860351426869,0.0545544725589981,0.05212860351426869,0.0545544725589981,0.05590169943749474,0.0,0.0,0.0,0.0,0.0545544725589981,0.05590169943749474,0.0,0.053300179088902604,0.053300179088902604,0.0668153104781061,0.0625,0.05212860351426869,0.05892556509887897,0.0,0.0,0.053300179088902604,0.05212860351426869
동작구,0.0,0.0,0.042562826537937436,0.04347826086956522,0.04550157551932901,0.04347826086956522,0.04550157551932901,0.04662524041201569,0.04662524041201569,0.05057217374241736,0.047836487323493986,0.04550157551932901,0.04550157551932901,0.04662524041201569,0.053838190205816545,0.044455422447438706,0.044455422447438706,0.05572782125753529,0.05212860351426869,0.04347826086956522,0.049147318718299055,0.05212860351426869,0.05212860351426869,0.044455422447438706,0.04347826086956522
관악구,0.07856742013183862,0.0,0.04811252243246882,0.049147318718299055,0.051434449987363975,0.049147318718299055,0.051434449987363975,0.052704627669472995,0.0,0.0,0.0,0.051434449987363975,0.051434449987363975,0.052704627669472995,0.0,0.050251890762960605,0.050251890762960605,0.06299407883487121,0.05892556509887897,0.049147318718299055,0.055555555555555566,0.0,0.0,0.050251890762960605,0.049147318718299055
서초구,0.0,0.0,0.051031036307982884,0.05212860351426869,0.0545544725589981,0.0,0.0,0.0,0.05590169943749474,0.06063390625908324,0.057353933467640436,0.0545544725589981,0.0,0.05590169943749474,0.06454972243679027,0.053300179088902604,0.053300179088902604,0.0,0.0,0.05212860351426869,0.0,0.0625,0.0625,0.053300179088902604,0.05212860351426869
강남구,0.0,0.0,0.051031036307982884,0.05212860351426869,0.0545544725589981,0.0,0.0,0.0,0.05590169943749474,0.06063390625908324,0.057353933467640436,0.0545544725589981,0.0,0.05590169943749474,0.06454972243679027,0.053300179088902604,0.053300179088902604,0.0,0.0,0.05212860351426869,0.0,0.0625,0.0625,0.053300179088902604,0.05212860351426869
송파구,0.0,0.0,0.04351941398892446,0.044455422447438706,0.04652421051992354,0.044455422447438706,0.04652421051992354,0.04767312946227961,0.04767312946227961,0.05170876899950191,0.04891159880445184,0.04652421051992354,0.04652421051992354,0.04767312946227961,0.05504818825631802,0.04545454545454545,0.04545454545454545,0.0,0.053300179088902604,0.044455422447438706,0.050251890762960605,0.053300179088902604,0.053300179088902604,0.04545454545454545,0.044455422447438706
강동구,0.0,0.0,0.042562826537937436,0.04347826086956522,0.04550157551932901,0.04347826086956522,0.04550157551932901,0.04662524041201569,0.04662524041201569,0.05057217374241736,0.047836487323493986,0.04550157551932901,0.04550157551932901,0.04662524041201569,0.053838190205816545,0.044455422447438706,0.044455422447438706,0.05572782125753529,0.05212860351426869,0.04347826086956522,0.049147318718299055,0.05212860351426869,0.05212860351426869,0.044455422447438706,0.04347826086956522
