,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
종로구,0.1111111111111111,0.19245008972987526,0.07856742013183862,0.07856742013183862,0.0,0.0,0.0,0.0,0.08084520834544431,0.0,0.0,0.0,0.07856742013183862,0.1178511301977579,0.0,0.0,0.0,0.08084520834544431,0.07856742013183862,0.0,0.0,0.0,0.0,0.0,0.0
중구,0.19245008972987526,0.3333333333333334,0.13608276348795437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
용산구,0.07856742013183862,0.13608276348795437,0.055555555555555566,0.055555555555555566,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05716619504750295,0.05716619504750295,0.05716619504750295,0.05892556509887897,0.0,0.055555555555555566,0.08333333333333333,0.05892556509887897,0.05716619504750295,0.05892556509887897,0.05716619504750295,0.055555555555555566,0.0,0.0,0.0,0.0,0.0,0.0
성동구,0.07856742013183862,0.0,0.055555555555555566,0.055555555555555566,0.05892556509887897,0.05892556509887897,0.05892556509887897,0.05716619504750295,0.05716619504750295,0.05716619504750295,0.05892556509887897,0.05716619504750295,0.055555555555555566,0.08333333333333333,0.05892556509887897,0.05716619504750295,0.05892556509887897,0.05716619504750295,0.055555555555555566,0.0,0.0,0.0,0.0,0.0,0.0
광진구,0.0,0.0,0.05892556509887897,0.05892556509887897,0.0625,0.0625,0.0625,0.06063390625908324,0.0,0.06063390625908324,0.0625,0.06063390625908324,0.05892556509887897,0.0,0.0625,0.06063390625908324,0.0625,0.06063390625908324,0.05892556509887897,0.0,0.0,0.0944911182523068,0.0,0.0,0.0
동대문구,0.0,0.0,0.05892556509887897,0.05892556509887897,0.0625,0.0625,0.0625,0.06063390625908324,0.06063390625908324,0.06063390625908324,0.0625,0.06063390625908324,0.05892556509887897,0.0,0.0625,0.06063390625908324,0.0625,0.06063390625908324,0.05892556509887897,0.0,0.0,0.0,0.0,0.0,0.0
중랑구,0.0,0.0,0.05892556509887897,0.05892556509887897,0.0625,0.0625,0.0625,0.06063390625908324,0.06063390625908324,0.06063390625908324,0.0625,0.06063390625908324,0.05892556509887897,0.0,0.0625,0.06063390625908324,0.0625,0.06063390625908324,0.05892556509887897,0.0,0.0,0.0,0.0,0.0,0.0
성북구,0.0,0.0,0.05716619504750295,0.05716619504750295,0.06063390625908324,0.06063390625908324,0.06063390625908324,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.06063390625908324,0.058823529411764705,0.05716619504750295,0.0,0.06063390625908324,0.058823529411764705,0.06063390625908324,0.058823529411764705,0.05716619504750295,0.0,0.0,0.0,0.0,0.08084520834544431,0.0
강북구,0.08084520834544431,0.0,0.05716619504750295,0.05716619504750295,0.0,0.06063390625908324,0.06063390625908324,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.06063390625908324,0.058823529411764705,0.05716619504750295,0.08574929257125441,0.06063390625908324,0.058823529411764705,0.06063390625908324,0.058823529411764705,0.05716619504750295,0.0,0.0,0.0,0.0,0.0,0.0
도봉구,0.0,0.0,0.05716619504750295,0.05716619504750295,0.06063390625908324,0.06063390625908324,0.06063390625908324,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.06063390625908324,0.058823529411764705,0.05716619504750295,0.0,0.06063390625908324,0.058823529411764705,0.06063390625908324,0.058823529411764705,0.05716619504750295,0.0,0.0,0.0,0.0,0.08084520834544431,0.0
