date,hour,district,OS,RA,QS,RD,SS,SLC,SO,ST,SUT
1,0,강남구,717,10062,4582,541,102,304,289,519,65
1,0,강동구,36,3189,2008,252,91,1,19,4,1
1,0,강북구,10,2142,1135,251,18,26,46,4,2
1,0,강서구,139,4471,1948,351,7,26,101,35,13
1,0,관악구,22,1896,1270,171,27,22,25,33,10
1,0,광진구,297,2851,659,74,1,13,26,4,3
1,0,구로구,72,2378,1075,567,26,32,46,30,13
1,0,금천구,33,1393,560,696,23,9,16,12,6
1,0,노원구,1272,7023,3793,82,13,92,132,36,10
1,0,도봉구,24,3133,3123,30,0,12,56,14,1
1,0,동대문구,135,2888,1584,21,0,25,60,27,9
1,0,동작구,48,2692,909,1103,2774,28,30,6,3
1,0,마포구,185,2650,2173,1737,894,45,38,25,7
1,0,서대문구,238,1363,219,556,140,21,20,18,2
1,0,서초구,716,6362,2204,804,46,165,142,271,39
1,0,성동구,526,3089,929,6,0,2,68,4,2
1,0,성북구,92,2540,1367,165,10,186,71,95,17
1,0,송파구,401,9144,5307,1396,277,37,203,77,19
1,0,양천구,558,3890,1324,275,6,9,8,9,6
1,0,영등포구,230,3002,1265,361,15,62,96,44,9
1,0,용산구,472,4323,2479,207,3,49,62,24,10
1,0,은평구,8,234,21,102,36,49,5,11,7
1,0,종로구,36,2024,1305,149,153,105,69,72,6
1,0,중구,162,1648,699,523,199,33,44,45,7
1,0,중랑구,111,2828,711,161,2763,60,84,62,9
1,1,강남구,756,4831,2082,349,16,36,91,163,19
1,1,강동구,284,2693,1809,104,0,5,49,9,1
1,1,강북구,25,2741,1945,112,0,28,62,19,4
1,1,강서구,322,3262,1028,308,36,4,46,5,7
1,1,관악구,68,4164,2735,34,0,1,91,6,3
1,1,광진구,458,2532,1645,3,0,20,50,8,2
1,1,구로구,152,1074,646,81,2,18,9,7,3
1,1,금천구,229,2061,950,42,0,7,45,12,3
1,1,노원구,1446,5344,3135,369,297,2,64,6,0
1,1,도봉구,51,2091,1504,8,0,13,30,3,1
1,1,동대문구,438,1528,538,9,0,15,38,12,5
1,1,동작구,334,3030,1163,14,3601,4,71,5,0
1,1,마포구,191,1570,916,29,1,3,50,10,0
1,1,서대문구,149,665,101,52,0,29,29,14,1
1,1,서초구,965,6897,4287,14,0,11,166,26,5
1,1,성동구,1408,3839,930,22,6,19,110,6,1
1,1,성북구,265,2401,1037,875,245,26,51,8,1
1,1,송파구,427,5053,2778,283,8,46,121,46,5
1,1,양천구,753,2955,1450,38,0,1,27,6,0
1,1,영등포구,358,3415,1496,78,2,16,108,33,8
1,1,용산구,853,4373,1779,32,2,3,106,7,2
1,1,은평구,9,684,351,8,0,43,5,31,5
1,1,종로구,164,1084,397,519,222,23,32,11,2
1,1,중구,110,698,242,144,60,44,14,14,2
1,1,중랑구,486,4734,2017,248,380,42,112,37,12
1,2,강남구,915,5870,2807,529,0,25,135,24,8
1,2,강동구,139,1009,759,9,0,18,28,4,0
1,2,강북구,51,1642,768,0,0,8,26,0,0
1,2,강서구,253,721,127,188,6,33,23,13,3
1,2,관악구,71,5362,3959,0,0,0,85,11,4
1,2,광진구,500,2284,957,14,0,10,27,6,1
1,2,구로구,130,2357,842,9,0,2,26,4,1
1,2,금천구,215,1000,261,4,0,6,42,8,2
1,2,노원구,1869,5379,4429,0,0,48,54,11,3
1,2,도봉구,83,881,395,0,0,1,32,6,1
1,2,동대문구,342,2159,1317,0,0,9,39,11,2
1,2,동작구,452,1578,386,409,1630,4,42,6,2
1,2,마포구,422,2776,2383,51,0,0,60,7,3
1,2,서대문구,208,1198,372,62,6,7,57,8,0
1,2,서초구,2313,6266,2600,995,2,35,191,32,14
1,2,성동구,919,2348,520,76,1,26,94,24,5
1,2,성북구,180,4752,2353,0,1,70,145,32,5
1,2,송파구,537,2727,1160,176,2,5,37,8,1
1,2,양천구,1516,3399,1609,18,0,4,15,2,0
1,2,영등포구,678,2743,694,445,10,17,56,20,8
1,2,용산구,613,4435,1685,145,2,6,106,19,2
1,2,은평구,117,1303,1020,99,12,11,53,12,3
1,2,종로구,27,2421,1845,13,0,39,92,20,6
1,2,중구,109,2945,1604,194,29,38,128,35,9
1,2,중랑구,232,2640,2479,0,0,20,57,4,2
1,3,강남구,746,4862,1976,579,0,41,125,24,11
1,3,강동구,24,947,689,22,0,0,8,1,1
1,3,강북구,54,1905,1337,0,0,4,41,10,3
1,3,강서구,149,2551,1070,33,2,33,56,16,6
1,3,관악구,262,2566,1767,0,0,1,51,4,1
1,3,광진구,331,1404,927,38,0,1,47,10,3
1,3,구로구,2,38,90,4,0,14,1,4,0
1,3,금천구,5,44,75,0,0,1,0,0,0
1,3,노원구,2372,6416,3005,69,0,5,73,9,3
1,3,도봉구,51,2229,1698,0,0,1,38,6,3
1,3,동대문구,397,2452,1179,0,1,4,58,10,5
1,3,동작구,279,1677,754,4,0,30,55,12,2
1,3,마포구,682,4521,2734,65,0,6,107,20,9
1,3,서대문구,207,2332,1238,0,0,0,67,13,4
1,3,서초구,1233,5219,4003,214,1,55,175,39,10
1,3,성동구,983,2445,901,32,0,46,65,8,2
1,3,성북구,624,3405,1368,9,5,41,106,21,7
1,3,송파구,252,1807,683,230,10,0,59,13,2
1,3,양천구,1415,3626,1061,0,0,5,24,8,1
1,3,영등포구,630,2743,1106,8,0,16,51,14,2
1,3,용산구,1108,5273,4911,94,0,12,125,24,6
1,3,은평구,133,1025,1061,0,0,0,18,2,2
1,3,종로구,95,1044,654,1,0,27,26,4,0
1,3,중구,170,2254,1321,191,8,77,110,40,3
1,3,중랑구,119,554,168,40,1,1,16,3,0
1,4,강남구,578,4275,990,252,4,44,105,24,7
1,4,강동구,188,2129,2214,52,0,3,31,3,0
1,4,강북구,121,3164,1721,124,4,9,46,3,4
1,4,강서구,188,1968,495,124,3,44,47,15,10
1,4,관악구,99,3763,3644,15,0,0,50,2,5
1,4,광진구,149,1100,445,0,0,23,25,1,0
1,4,구로구,0,1075,450,23,0,9,10,8,5
1,4,금천구,5,643,1702,229,11,24,3,7,3
1,4,노원구,349,5609,4052,140,3,24,103,20,7
1,4,도봉구,259,3572,3535,20,4,5,59,7,0
1,4,동대문구,228,1486,751,28,0,7,20,1,3
1,4,동작구,290,916,16,124,82,1,12,1,0
1,4,마포구,404,3403,1577,78,2,17,106,18,4
1,4,서대문구,16,322,967,14,2,5,15,12,3
1,4,서초구,510,5314,1528,353,8,23,193,44,9
1,4,성동구,411,1905,835,51,0,35,66,4,0
1,4,성북구,165,2708,1443,90,4,77,86,50,6
1,4,송파구,340,2886,1639,178,8,14,58,26,4
1,4,양천구,175,2256,889,51,0,2,36,5,0
1,4,영등포구,393,2853,2255,221,0,8,132,25,5
1,4,용산구,462,4420,4858,87,0,2,77,7,2
1,4,은평구,23,767,560,35,1,27,18,37,11
1,4,종로구,27,684,322,19,0,25,27,10,3
1,4,중구,74,1205,416,26,7,2,25,2,2
1,4,중랑구,107,1414,140,41,63,12,50,11,3
1,5,강남구,533,6255,2137,1543,1626,72,193,105,33
1,5,강동구,184,2397,4847,589,370,5,22,7,0
1,5,강북구,9,556,245,268,62,80,10,55,6
1,5,강서구,372,6765,1993,455,33,78,134,63,24
1,5,관악구,65,3016,1234,107,4,54,44,37,10
1,5,광진구,154,1493,559,61,1,6,59,10,4
1,5,구로구,96,2847,970,88,9,48,45,29,14
1,5,금천구,29,923,672,300,19,43,15,25,7
1,5,노원구,702,5006,2693,200,484,76,75,48,20
1,5,도봉구,105,4820,9264,234,0,41,93,35,15
1,5,동대문구,304,1945,1479,164,15,13,31,19,5
1,5,동작구,96,3063,873,402,20,139,90,133,49
1,5,마포구,196,2131,2686,110,6,53,94,46,10
1,5,서대문구,16,366,24,107,8,66,5,25,4
1,5,서초구,679,6478,1626,540,21,84,146,72,19
1,5,성동구,178,1872,213,15,0,6,73,6,4
1,5,성북구,83,1376,699,213,167,68,62,47,8
1,5,송파구,280,4053,2457,1326,1679,49,80,78,22
1,5,양천구,92,3931,1949,169,9,23,47,19,5
1,5,영등포구,82,4153,1117,1017,232,146,103,65,22
1,5,용산구,158,3941,4205,293,5,56,58,19,6
1,5,은평구,3,226,87,65,6,3,1,3,2
1,5,종로구,6,416,132,432,209,34,26,17,7
1,5,중구,46,1650,621,257,8,52,109,53,13
1,5,중랑구,57,2236,726,274,178,67,67,76,5
1,6,강남구,693,6344,1686,3295,1938,81,187,119,39
1,6,강동구,320,3868,5741,757,356,17,24,19,3
1,6,강북구,10,2855,1259,553,79,82,42,56,11
1,6,강서구,411,7199,3024,1327,547,141,191,112,25
1,6,관악구,150,5381,2654,285,6,122,63,51,17
1,6,광진구,82,1589,372,87,6,14,30,21,3
1,6,구로구,89,4654,257,1113,41,48,55,57,15
1,6,금천구,248,1745,88,924,54,7,15,10,4
1,6,노원구,856,4794,2406,993,51,82,55,43,19
1,6,도봉구,45,2279,1441,145,3,12,45,16,6
1,6,동대문구,174,2876,894,150,7,104,58,81,15
1,6,동작구,151,3880,942,362,18,30,86,32,20
1,6,마포구,243,3409,1086,474,37,116,121,89,23
1,6,서대문구,55,2372,1873,320,18,94,64,61,15
1,6,서초구,966,7214,2557,3202,1137,204,219,139,27
1,6,성동구,280,1845,391,214,12,29,51,21,3
1,6,성북구,152,2140,684,573,66,203,79,112,20
1,6,송파구,379,5407,2169,2674,1025,57,97,66,20
1,6,양천구,11,1970,687,1286,643,72,14,49,17
1,6,영등포구,310,3053,568,1108,38,287,78,134,36
1,6,용산구,275,4017,3308,333,20,43,92,49,19
1,6,은평구,68,1926,898,157,4,62,86,61,23
1,6,종로구,13,1244,66,1442,460,100,42,51,16
1,6,중구,26,4886,1769,629,129,131,168,116,42
1,6,중랑구,101,2412,663,436,24,130,46,156,15
1,7,강남구,319,7713,2834,3924,2688,95,137,127,37
1,7,강동구,668,6344,4238,925,34,16,53,25,12
1,7,강북구,19,2653,1043,765,75,82,27,82,12
1,7,강서구,213,6410,1541,575,16,137,110,61,20
1,7,관악구,257,5909,2795,328,17,80,43,35,17
1,7,광진구,566,2902,3483,386,438,67,35,22,6
1,7,구로구,381,4668,366,712,61,192,47,68,19
1,7,금천구,201,1661,400,630,69,14,18,5,3
1,7,노원구,1383,4980,2439,1066,41,114,60,76,33
1,7,도봉구,85,4910,4547,351,8,34,61,19,8
1,7,동대문구,123,1665,518,383,17,142,26,105,22
1,7,동작구,130,4153,1358,286,16,52,37,25,7
1,7,마포구,340,4668,1807,325,11,110,84,63,16
1,7,서대문구,51,3686,2110,164,9,87,114,46,15
1,7,서초구,1369,6811,4850,2261,1025,121,167,75,23
1,7,성동구,486,2399,555,661,23,59,59,22,5
1,7,성북구,218,2365,281,500,35,173,55,177,18
1,7,송파구,470,10227,4623,3227,2722,113,198,166,54
1,7,양천구,129,4586,1504,207,7,79,68,51,16
1,7,영등포구,533,5342,1315,499,4,144,123,88,27
1,7,용산구,156,4713,2167,141,17,67,56,24,12
1,7,은평구,2,925,407,174,5,41,29,31,10
1,7,종로구,8,1624,644,548,54,81,62,33,4
1,7,중구,123,2597,1024,412,224,137,53,65,16
1,7,중랑구,120,1768,1744,426,58,123,77,109,14
1,8,강남구,326,7047,3351,1933,1842,33,148,50,17
1,8,강동구,2121,6531,4130,1150,339,25,75,21,4
1,8,강북구,21,1699,2278,970,105,78,33,31,12
1,8,강서구,172,6377,2169,840,30,71,124,52,19
1,8,관악구,420,3615,2960,314,21,112,30,29,10
1,8,광진구,491,2355,2789,164,0,55,60,30,5
1,8,구로구,270,5869,1488,502,27,108,76,91,15
1,8,금천구,124,2208,641,823,52,25,20,9,7
1,8,노원구,640,5762,2437,587,22,117,41,49,25
1,8,도봉구,21,4080,2553,194,1,27,34,14,7
1,8,동대문구,186,4158,2952,646,816,41,42,24,5
1,8,동작구,58,4608,1802,949,40,57,58,37,17
1,8,마포구,236,3983,1837,323,15,162,57,61,18
1,8,서대문구,77,4572,2580,531,66,125,107,71,18
1,8,서초구,503,10062,4654,2181,1180,84,177,76,25
1,8,성동구,195,4436,2199,256,12,20,68,22,12
1,8,성북구,115,2932,882,175,5,211,63,114,15
1,8,송파구,627,10749,5363,1938,1365,101,173,124,21
1,8,양천구,40,3323,1247,326,22,83,37,53,25
1,8,영등포구,854,5216,2196,997,44,301,102,132,42
1,8,용산구,155,3601,3718,290,14,43,55,22,6
1,8,은평구,8,250,13,82,2,26,1,3,1
1,8,종로구,15,2041,723,705,108,188,73,102,20
1,8,중구,155,3670,1861,239,20,58,127,43,9
1,8,중랑구,375,5031,2841,594,242,120,112,126,14
1,9,강남구,272,14127,7644,3359,2421,89,210,121,45
1,9,강동구,892,3050,1493,1249,173,20,35,23,5
1,9,강북구,4,735,535,746,54,59,8,19,10
1,9,강서구,457,8365,2916,2057,724,115,140,88,25
1,9,관악구,1373,4363,1684,505,43,276,30,62,19
1,9,광진구,647,2637,2193,1533,790,40,62,39,8
1,9,구로구,61,4705,507,899,137,74,70,55,11
1,9,금천구,30,1589,443,553,20,15,27,15,5
1,9,노원구,317,6428,4553,628,26,79,78,47,16
1,9,도봉구,33,2606,1062,1064,650,35,52,12,5
1,9,동대문구,101,2766,1473,311,99,127,65,100,8
1,9,동작구,55,4942,2756,1175,189,47,38,68,19
1,9,마포구,161,5314,2678,559,26,43,104,41,13
1,9,서대문구,24,4775,4339,454,37,68,98,53,5
1,9,서초구,452,11120,6942,2517,889,105,167,72,17
1,9,성동구,240,2997,769,667,296,34,36,7,4
1,9,성북구,83,3378,1167,462,60,125,77,113,21
1,9,송파구,308,7545,2881,2540,2050,54,101,85,21
1,9,양천구,79,3643,1219,552,78,30,30,42,18
1,9,영등포구,265,5198,2078,1646,106,190,111,143,38
1,9,용산구,172,3100,1765,192,5,41,79,21,7
1,9,은평구,20,1264,1062,469,78,16,16,6,3
1,9,종로구,2,1745,1556,1206,221,72,34,42,10
1,9,중구,16,3290,1781,406,94,59,85,39,11
1,9,중랑구,339,2864,1123,267,69,124,60,175,17
1,10,강남구,214,13410,8984,4158,4057,105,258,144,48
1,10,강동구,63,4079,1996,943,359,44,60,38,10
1,10,강북구,7,3404,1741,1428,405,74,51,81,9
1,10,강서구,693,8645,4558,1098,29,82,212,74,16
1,10,관악구,786,3944,1895,377,10,262,30,81,20
1,10,광진구,245,1481,492,182,6,60,17,22,5
1,10,구로구,50,4138,552,386,7,61,61,43,14
1,10,금천구,0,459,151,216,115,31,8,8,3
1,10,노원구,407,7906,9167,1326,119,22,76,19,10
1,10,도봉구,17,2627,1892,828,302,3,50,26,11
1,10,동대문구,17,1164,456,106,10,57,10,48,9
1,10,동작구,243,6743,2434,1095,60,32,79,25,9
1,10,마포구,152,2886,1607,467,31,101,32,28,8
1,10,서대문구,22,3974,2152,614,108,136,137,85,12
1,10,서초구,1094,10373,7825,4048,2300,121,154,135,40
1,10,성동구,23,2047,346,200,37,38,21,8,5
1,10,성북구,38,2569,601,473,746,50,151,153,29
1,10,송파구,207,11339,7719,2572,1135,128,146,132,29
1,10,양천구,34,3023,1134,636,47,86,46,63,23
1,10,영등포구,436,5751,1373,1631,48,167,74,115,35
1,10,용산구,97,3197,1083,290,12,78,33,20,6
1,10,은평구,8,388,43,187,12,52,7,25,8
1,10,종로구,8,3405,1482,751,161,106,78,55,17
1,10,중구,24,4088,1572,505,567,109,102,66,20
1,10,중랑구,60,1340,627,136,37,116,40,95,14
1,11,강남구,62,10396,4452,3529,1975,87,145,135,23
1,11,강동구,20,2323,1013,457,15,10,17,13,2
1,11,강북구,0,1799,1754,1393,651,35,14,28,8
1,11,강서구,462,12447,8105,1876,399,73,166,63,20
1,11,관악구,831,4182,1545,255,5,162,56,62,10
1,11,광진구,57,624,1904,82,3,11,30,8,4
1,11,구로구,12,4860,1374,628,59,55,42,38,6
1,11,금천구,5,1149,156,703,118,64,10,21,4
1,11,노원구,93,5332,4775,625,48,71,46,42,15
1,11,도봉구,9,3485,3343,1106,803,23,23,14,4
1,11,동대문구,2,1643,771,142,0,22,16,13,6
1,11,동작구,59,4162,2769,374,9,20,23,19,6
1,11,마포구,102,3203,1666,668,89,29,26,23,8
1,11,서대문구,5,2627,1708,369,19,65,38,29,7
1,11,서초구,2496,9871,6242,3583,4166,60,99,78,21
1,11,성동구,44,1135,309,68,9,8,15,6,4
1,11,성북구,7,2267,1465,362,659,137,22,111,10
1,11,송파구,143,11253,8040,1795,2422,82,84,109,21
1,11,양천구,65,4608,3264,1044,835,58,113,73,35
1,11,영등포구,149,5946,1757,1153,137,155,93,100,28
1,11,용산구,141,5377,2754,122,16,50,63,38,11
1,11,은평구,4,320,12,108,6,40,12,15,4
1,11,종로구,1,2526,571,839,97,45,62,29,6
1,11,중구,3,2845,1596,335,16,63,65,38,12
1,11,중랑구,11,458,28,106,6,78,23,110,12
1,12,강남구,65,8673,2746,3791,4019,111,241,146,35
1,12,강동구,126,3916,1399,757,208,12,41,24,9
1,12,강북구,22,3364,2794,425,54,82,31,59,10
1,12,강서구,211,4711,2591,2068,850,29,81,48,21
1,12,관악구,754,4502,1643,416,34,52,70,46,9
1,12,광진구,102,1785,619,123,43,42,14,32,7
1,12,구로구,50,5097,1757,632,58,112,97,107,17
1,12,금천구,92,1110,124,631,24,28,5,12,2
1,12,노원구,386,5446,4408,717,49,84,74,62,28
1,12,도봉구,6,2629,1752,382,133,12,35,7,4
1,12,동대문구,14,766,131,124,14,55,5,16,1
1,12,동작구,63,3927,4216,1512,46,28,31,21,11
1,12,마포구,117,7675,5311,492,41,77,109,58,18
1,12,서대문구,72,2661,1379,262,13,70,58,32,4
1,12,서초구,227,8161,4592,4537,4071,59,153,82,21
1,12,성동구,141,2503,488,305,55,20,37,11,1
1,12,성북구,11,2863,1839,372,53,107,62,71,10
1,12,송파구,190,9715,8415,2040,1580,101,119,134,30
1,12,양천구,84,2668,813,1421,1462,56,30,51,25
1,12,영등포구,198,7128,3116,2438,192,152,114,136,36
1,12,용산구,101,6439,3259,703,105,35,71,36,10
1,12,은평구,9,1496,951,88,4,19,15,12,4
1,12,종로구,16,4165,2220,887,187,59,51,30,9
1,12,중구,3,3572,2883,230,2,48,94,32,10
1,12,중랑구,4,771,499,75,4,57,18,78,14
1,13,강남구,131,8923,7038,2653,2851,66,129,77,20
1,13,강동구,25,2759,1814,506,245,10,46,13,9
1,13,강북구,11,2807,4878,539,86,55,45,40,8
1,13,강서구,81,4221,392,2499,974,50,65,63,23
1,13,관악구,556,2226,1370,1157,422,79,17,34,9
1,13,광진구,184,2541,1134,657,868,55,23,59,10
1,13,구로구,18,5312,1049,487,58,61,43,35,9
1,13,금천구,103,651,237,988,531,74,7,19,2
1,13,노원구,103,4984,3508,626,47,73,32,54,24
1,13,도봉구,15,1357,916,217,2,22,13,17,4
1,13,동대문구,63,2203,904,78,17,102,37,82,6
1,13,동작구,80,4206,2143,318,11,55,76,42,9
1,13,마포구,124,3976,1482,605,57,34,41,26,13
1,13,서대문구,31,4391,1421,234,16,66,58,19,9
1,13,서초구,279,8914,7331,4215,3035,56,189,80,25
1,13,성동구,82,3202,2084,36,1,8,39,3,1
1,13,성북구,46,3148,1323,998,683,102,63,71,8
1,13,송파구,113,6680,6077,2766,1744,113,108,152,30
1,13,양천구,2,1377,492,917,432,47,19,40,16
1,13,영등포구,111,3834,1767,1390,337,90,81,77,26
1,13,용산구,78,5160,1940,853,237,29,53,27,7
1,13,은평구,3,1204,2105,256,30,33,14,23,9
1,13,종로구,9,3785,2488,889,83,55,87,65,11
1,13,중구,10,4859,3453,699,357,62,114,41,10
1,13,중랑구,226,887,81,97,16,182,41,210,18
1,14,강남구,130,10532,7701,4341,4068,83,103,89,24
1,14,강동구,200,4341,2978,641,348,19,43,12,2
1,14,강북구,0,1978,900,600,92,61,21,31,12
1,14,강서구,120,7527,4379,1701,163,51,107,64,17
1,14,관악구,472,4676,2196,532,222,163,42,37,9
1,14,광진구,128,2386,693,271,3565,40,32,27,7
1,14,구로구,342,3528,290,578,24,115,49,54,16
1,14,금천구,97,523,354,249,5,37,6,11,1
1,14,노원구,58,5429,5164,320,28,52,40,18,3
1,14,도봉구,14,4158,2006,1166,821,27,41,17,3
1,14,동대문구,74,2890,2218,1938,535,44,21,32,7
1,14,동작구,52,5850,3564,1882,285,45,94,74,15
1,14,마포구,74,2495,2038,568,70,85,41,50,20
1,14,서대문구,9,1338,718,274,3,138,16,41,13
1,14,서초구,346,4683,3449,4567,4212,128,57,65,20
1,14,성동구,145,3894,815,211,40,30,37,14,6
1,14,성북구,26,2016,2135,310,34,185,23,166,16
1,14,송파구,280,6006,3776,3095,4106,70,77,80,21
1,14,양천구,66,1890,856,316,21,21,12,16,6
1,14,영등포구,125,6541,2140,2858,518,253,61,151,46
1,14,용산구,105,8008,4275,1644,345,64,95,56,16
1,14,은평구,1,876,274,819,384,38,20,29,12
1,14,종로구,2,1245,738,1497,1101,103,35,44,18
1,14,중구,1,2723,1086,1222,692,65,45,65,23
1,14,중랑구,39,1527,1173,406,159,87,51,96,7
1,15,강남구,59,5668,2859,5188,4134,95,63,98,38
1,15,강동구,134,5807,3326,606,260,17,49,22,7
1,15,강북구,11,4098,2441,475,44,124,73,97,13
1,15,강서구,121,4926,1231,801,63,39,97,57,21
1,15,관악구,685,4434,4137,480,378,274,78,113,25
1,15,광진구,307,2991,2540,968,534,37,51,24,7
1,15,구로구,54,4063,379,994,87,44,47,30,11
1,15,금천구,121,2692,1909,1368,601,36,47,21,10
1,15,노원구,39,4127,4642,121,7,82,70,55,21
1,15,도봉구,2,2661,3129,171,2,16,56,19,4
1,15,동대문구,42,1489,501,1760,237,64,29,38,9
1,15,동작구,73,2770,1670,864,214,20,36,26,9
1,15,마포구,51,2726,1142,1119,496,64,39,52,13
1,15,서대문구,22,2939,2305,679,194,30,126,69,12
1,15,서초구,78,3003,3116,3311,2588,106,65,75,17
1,15,성동구,29,2651,1596,1172,43,25,47,16,8
1,15,성북구,69,1940,586,217,28,103,19,61,14
1,15,송파구,214,4650,2665,2948,2218,60,87,64,13
1,15,양천구,39,2706,1554,748,81,47,24,63,26
1,15,영등포구,137,5026,1427,2426,504,165,69,98,37
1,15,용산구,62,3306,1707,1369,498,158,46,88,24
1,15,은평구,5,2355,1780,839,360,27,63,32,8
1,15,종로구,26,4166,3759,1594,765,89,87,61,16
1,15,중구,6,3788,4035,376,84,75,78,35,7
1,15,중랑구,22,1633,1561,474,159,89,47,120,8
1,16,강남구,41,6433,3684,3585,2210,152,149,137,57
1,16,강동구,155,5472,3079,587,70,23,76,24,6
1,16,강북구,14,3202,2151,695,72,98,95,92,8
1,16,강서구,51,5947,729,954,40,46,57,75,24
1,16,관악구,18,4517,3870,431,143,85,67,35,15
1,16,광진구,344,2009,1035,572,59,25,14,18,10
1,16,구로구,19,4962,1983,1447,245,79,108,103,25
1,16,금천구,8,1229,1126,878,712,10,15,12,3
1,16,노원구,63,5888,4453,139,1,99,62,61,29
1,16,도봉구,3,2235,3449,187,3,43,35,23,7
1,16,동대문구,7,2699,2028,150,14,124,72,101,11
1,16,동작구,60,3560,854,1695,412,108,61,69,15
1,16,마포구,107,3606,2472,888,148,106,77,59,17
1,16,서대문구,45,1342,1250,164,7,59,19,29,8
1,16,서초구,313,6382,3035,3072,2253,116,85,68,19
1,16,성동구,72,1941,561,242,15,35,16,4,0
1,16,성북구,29,2483,1739,34,1,181,91,162,13
1,16,송파구,59,5732,2569,2277,1978,86,76,86,21
1,16,양천구,23,1569,821,495,77,120,20,54,16
1,16,영등포구,196,5983,3404,1302,445,252,99,151,50
1,16,용산구,45,2503,517,1405,1468,85,26,23,7
1,16,은평구,6,365,801,661,323,34,15,16,5
1,16,종로구,14,2764,2779,1877,1088,136,38,57,13
1,16,중구,3,3631,2771,1148,887,65,58,42,21
1,16,중랑구,16,1435,1027,684,346,129,42,134,11
1,17,강남구,57,5736,2420,4742,4945,66,101,109,26
1,17,강동구,335,5127,7719,673,378,8,65,24,7
1,17,강북구,7,3186,1764,297,43,88,33,68,11
1,17,강서구,441,4276,2454,565,22,65,147,79,21
1,17,관악구,29,2183,275,228,9,3,8,9,5
1,17,광진구,67,2231,891,376,31,28,36,16,5
1,17,구로구,15,3941,446,589,25,21,56,37,11
1,17,금천구,4,1106,158,1144,417,9,17,3,1
1,17,노원구,12,3184,5479,56,3,142,12,58,15
1,17,도봉구,6,1703,3766,1033,951,49,24,23,11
1,17,동대문구,105,717,466,91,1,154,8,134,4
1,17,동작구,33,3003,1030,216,7,38,49,36,5
1,17,마포구,57,2265,2043,410,45,97,19,51,16
1,17,서대문구,6,1778,2069,333,17,83,19,25,4
1,17,서초구,100,4052,3856,3866,3442,41,23,29,7
1,17,성동구,33,970,126,44,16,21,6,11,6
1,17,성북구,50,2896,2907,219,24,101,35,99,13
1,17,송파구,104,5318,2906,3176,2067,57,50,65,21
1,17,양천구,35,1629,401,526,64,96,18,57,20
1,17,영등포구,205,2999,581,1250,170,132,53,90,22
1,17,용산구,213,4914,2603,1094,546,30,65,36,16
1,17,은평구,10,1720,1767,747,232,13,15,9,5
1,17,종로구,2,1321,954,1512,503,84,32,24,8
1,17,중구,23,3437,2674,694,291,39,50,29,13
1,17,중랑구,11,611,1237,597,74,174,12,129,5
1,18,강남구,155,5516,3070,6394,4464,98,92,102,22
1,18,강동구,195,8337,8587,653,11,29,73,28,7
1,18,강북구,24,3805,3980,824,205,109,48,73,16
1,18,강서구,394,5746,4631,778,49,77,180,63,25
1,18,관악구,6,2038,788,408,23,20,14,5,2
1,18,광진구,141,1867,880,279,17,99,17,35,11
1,18,구로구,3,4733,452,885,181,31,41,37,12
1,18,금천구,0,960,112,359,164,6,9,4,2
1,18,노원구,259,2905,2014,749,11,104,16,55,8
1,18,도봉구,28,2726,3425,248,37,55,39,33,12
1,18,동대문구,13,1607,630,405,297,70,19,17,11
1,18,동작구,33,2351,755,328,13,36,4,10,3
1,18,마포구,99,5444,4462,364,30,55,71,58,24
1,18,서대문구,9,2188,2894,133,5,42,50,46,11
1,18,서초구,773,5926,2649,3267,1963,98,61,61,21
1,18,성동구,96,2623,441,779,156,56,61,37,7
1,18,성북구,27,3985,5711,197,23,170,72,146,20
1,18,송파구,85,2792,969,4361,3078,78,39,50,16
1,18,양천구,6,947,378,218,12,32,7,20,9
1,18,영등포구,96,4096,2609,1411,478,175,59,94,25
1,18,용산구,60,3544,1777,1164,108,72,56,40,11
1,18,은평구,0,1162,1186,464,1842,43,20,44,19
1,18,종로구,4,3506,2374,1242,347,123,90,53,10
1,18,중구,212,3275,2004,1373,1995,78,55,30,8
1,18,중랑구,15,1484,2340,874,260,100,43,98,18
1,19,강남구,108,6891,3316,4648,3913,91,144,108,33
1,19,강동구,54,3697,4016,724,362,5,40,13,5
1,19,강북구,17,2145,1241,652,76,26,21,13,4
1,19,강서구,326,7486,1603,1096,44,81,158,77,22
1,19,관악구,9,3427,1057,330,11,38,20,12,2
1,19,광진구,199,3441,2221,691,471,53,23,17,4
1,19,구로구,20,3839,512,672,126,60,41,36,12
1,19,금천구,4,1140,2902,713,65,21,26,4,4
1,19,노원구,256,4471,2305,30,1,102,27,42,13
1,19,도봉구,16,1707,1151,186,5,46,24,10,6
1,19,동대문구,148,3025,1686,237,15,84,39,90,14
1,19,동작구,74,4425,3062,1110,153,19,26,23,9
1,19,마포구,92,2888,790,583,20,120,55,48,15
1,19,서대문구,38,3456,1006,188,27,98,27,39,9
1,19,서초구,273,5638,3789,3279,2297,126,97,90,20
1,19,성동구,204,2902,1030,214,78,14,25,4,3
1,19,성북구,48,4305,5357,210,21,157,59,111,21
1,19,송파구,197,5998,5708,1759,1158,72,90,34,18
1,19,양천구,149,2352,1276,300,5,30,52,32,11
1,19,영등포구,193,3216,1478,1467,544,118,69,85,28
1,19,용산구,67,3685,685,845,78,69,39,34,11
